04,30.0
05,22.1
06,19.1
07,19.9
08,21.4
09,26.5
10,33.2
11,36.4
12,34.5
01,38.5
02,34.9
03,33.1
04,26.1
05,22.6
06,21.7
07,19.4
08,22.0
09,28.2
10,34.4
11,31.9
12,34.3
01,35.6
02,36.8
03,29.6
04,25.8
05,23.3
06,18.6
07,18.3
08,20.3
09,28.2
10,33.5
11,31.5
12,35.9
01,37.6
02,34.4
03,34.8
04,27.7
05,23.3
06,17.8
07,21.2
08,23.2
09,26.3
10,32.5
11,37.0
12,37.6
01,35.1
02,34.6
03,34.0
04,29.2
05,23.6
06,23.1
07,21.5
08,23.6
09,29.6
10,33.7
11,34.9
12,36.5
01,36.0
02,37.1
03,35.4
04,29.5
05,21.6
06,20.2
07,20.9
08,22.3
09,27.7
10,29.2
11,33.1
12,34.8
01,37.1
02,35.0
03,35.0
04,30.0
05,22.7
06,16.2
07,20.2
08,22.5
09,25.4
10,28.9
11,35.2
12,34.0
01,39.2
02,35.0
03,32.7
04,28.1
05,24.9
06,20.0
07,20.3
08,21.5
09,28.5
10,32.6
11,32.9
12,36.9
01,35.5
02,34.4
03,31.6
04,28.2
05,20.7
06,19.5
07,20.4
08,24.1
09,29.1
10,30.3
11,34.3
12,36.4
01,37.5
02,36.7
03,33.8
04,28.3
05,23.1
06,23.6
07,21.6
08,23.2
09,30.3
10,32.1
11,35.3
12,36.6
01,35.6
02,33.4
03,31.9
04,28.9
05,21.5
06,19.7
07,17.6
08,23.2
09,30.2
10,30.9
11,36.1
12,36.8
01,38.9
02,37.9
03,34.7
04,27.7
05,24.7
06,19.5
07,19.2
08,24.2
09,28.7
10,32.3
11,33.6
12,35.6
01,39.0
02,36.5
03,36.0
04,27.2
05,27.2
06,20.0
07,20.9
08,23.7
09,29.8
10,31.4
11,32.0
12,33.7
01,36.6
02,32.6
03,32.5
04,25.0
05,19.7
06,18.9
07,22.9
08,23.3
09,30.4
10,27.9
11,33.6
12,33.3
01,37.3
02,35.1
03,27.4
04,28.2
05,24.0
06,20.0
07,19.3
08,23.6
09,28.5
10,29.0
11,32.2
12,31.9
01,36.1
02,32.7
03,33.8
04,33.5
05,26.9
06,21.5
07,22.4
08,23.9
09,30.0
10,33.3
11,35.0
12,36.5
01,36.8
02,35.3
03,32.1
04,31.1
05,24.9
06,21.4
07,21.4
08,24.5
09,30.6
10,30.9
11,34.2
12,36.4
01,39.1
02,35.7
03,33.2
04,30.3
05,21.6
06,21.1
07,20.7
08,23.2
09,26.2
10,33.6
11,35.1
12,36.5
01,37.3
02,36.8
03,35.2
04,33.1
05,26.0
06,21.0
07,19.3
08,22.4
09,30.3
10,32.8
11,34.7
12,36.1
01,40.0
02,37.7
03,34.0
04,28.8
05,21.9
06,18.1
07,19.1
08,24.5
09,28.3
10,33.6
11,37.1
12,35.1
01,34.0
02,38.0
03,33.8
04,30.9
05,26.1
06,16.9
07,21.3
08,23.9
09,30.1
10,33.7
11,31.8
12,35.2
01,39.8
02,35.0
03,33.4
04,29.0
05,24.5
06,20.1
07,21.4
08,19.8
09,29.6
10,33.3
11,32.1
12,34.6
01,36.1
02,36.5
03,35.3
04,29.0
05,21.6
06,20.7
07,20.6
08,28.1
09,29.9
10,30.9
11,35.6
12,35.6
01,35.2
02,34.2
03,30.1
04,28.1
05,22.8
06,19.0
07,17.7
08,19.8
09,22.6
10,26.2
11,30.1
12,34.0
01,37.2
02,33.5
03,28.9
04,27.0
05,21.0
06,19.5
07,20.5
08,25.4
09,27.9
10,31.5
11,32.7
12,36.4
01,37.6
02,35.6
03,29.8
04,27.9
05,23.3
06,19.9
07,19.1
08,24.9
09,29.5
10,33.4
11,36.7
12,37.5
01,39.9
02,36.3
03,35.1
04,30.5
05,24.8
06,19.3
07,20.9
08,26.6
09,33.3
10,32.6
11,35.3
12,35.6
01,36.0
02,33.7
03,34.6
04,28.3
05,25.5
06,19.8
07,20.7
08,21.0
09,29.8
10,34.2
11,36.0
12,37.0
01,32.6
02,37.4
03,34.5
04,26.1
05,23.0
06,21.1
07,19.6
08,23.2
09,26.2
10,35.4
11,36.8
12,34.6
01,34.9
02,37.2
03,35.1
04,31.9
05,25.4
06,20.7
07,20.8
08,22.6
09,24.9
10,30.5
11,35.4
12,34.0
01,35.6
02,37.3
03,36.9
04,28.7
05,26.0
06,20.8
07,23.9
08,25.3
09,29.7
10,32.6
11,33.9
12,37.2
01,38.9
02,38.6
03,33.3
04,32.6
05,23.5
06,21.1
07,23.1
08,23.8
09,27.7
10,33.9
11,33.7
12,39.0
01,41.5
